feedback_id,examples,confidence
v01ir0,"What is your problem with ?: Other Describe the problem: Hello, I did not plan to renew my subscription and it just automatically renewed. Please tell me if I can get my money back and cancel my subscription? Thank you",0.9825960397720337
wbxj4r,"Account number: <NUMBER>Refund request reason: The subscription was renewed automatically, I do not need this tariff. Please cancel your subscription and get your money back.",0.9310001134872437
nhff7y,"Account number: <NUMBER>Refund request reason: The subscription was renewed automatically, I do not plan to use the service. I just forgot to cancel the trial period. Please refund your money back.",0.9297158718109131
qt6hm0,"Account number: <NUMBER>Refund request reason: I am requesting a refund for my subscription as it is automatically renewed. I am not using Canva, so please cancel my subscription and get my money back. I have not received any notifications to cancel it. With whom does not happen, please understand. I am requesting a refund for the subscription as it is automatically renewed. I am not using Canva, so please cancel my subscription and get my money back. I have not received any notifications to cancel it. With whom does not happen, please understand. I am requesting a refund for the subscription as it is automatically renewed. I am not using Canva, so please cancel my subscription and get my money back. I have not received any notifications to cancel it. With whom does not happen, please understand. I ask for a refund for the subscription, as it is renewed automatically. I don't use the Canva app, so please cancel my subscription and get a refund. I didn't get any notifications to cancel it. With whom it does not happen, please understand. Card <NUMBER>",0.927844226360321
38jour,"Invoice number: <NUMBER>Refund request reason: I thought I had canceled the subscription renewal, but I just received an email that has been renewed. I am not going to use it anymore and I would like to cancel it and get my money back for this renewal. Thank you",0.9274851679801941
fs2hio,"Invoice no .: <NUMBER>Refund request reason: I did not want to have my subscription renewed automatically and would like my money back. In the days since the renewal, I have not used the app or the website, so no service has been provided.",0.9224692583084106
9f8l2o,"Invoice No.: <NUMBER>

Refund request reason: I am sorry, I did not realize that my account was on automatic renewal.  I have not needed to use my account for awhile and was not going to renew the Pro account, rather I was going to go back to the free version.  I would really appreciate it if you would please refund this invoice and cancel my Pro subscription at this time.  Thank You!",0.9175727367401123
pa3seq,"Invoice No.: <NUMBER>

Refund request reason: I never use the service and didn’t realize it was set to auto renew. Please cancel and refund the subscription fee. Thank you.",0.9084316492080688
upmpkk,"Invoice No.: <NUMBER>

Refund request reason: I have tried to contact you guys through phone call to cancel this months Automatic renewal until I got paid next. I would like this month automatically renewal to be refunded, and then I will pay the 12.95 when I have the money for it.",0.886346161365509
qpmt19,"Invoice No.: <NUMBER>

Refund request reason: I did not want to renew and the subscription automatically renewed without any notice. I had forgotten about this service and I do not use it.",0.8837021589279175
ni9oqa,"Invoice No.: <NUMBER>

Refund request reason: I did not renew and Canva does not have my permission to renew through my financial institution. Please refund in full Thank You",0.8797343969345093
sha8e5,"Invoice No.: <NUMBER>

Refund request reason: Hi,
My subscription renewed even I just want to try the free trial. I don't want to have it renewed as I don't really use that much. Can you please cancell the subscription and proccess refund? Please help aa I am financially unable at the moment. Thank you",0.8790926337242126
