feedback_id,examples,confidence
jbixgt,What was the problem you had ?: Canva Pro Describe the problem: I already canceled my Canva pro and I'm still being charged. I want my money back because not even the service is available to me.,0.9665642380714417
by142l,What was the problem you had ?: Canva Pro Describe the problem: I did not renew the subscription and it was charged without my authorization,0.9116750359535217
kbiwdp,What was your problem ?: Canva Pro Describe the problem: It has been more than 3 weeks since I unsubscribed from Canvas pro and requested a refund. I have not received the refund yet,0.8965467810630798
vjid0q,"What did you have a problem with ?: Canva Pro Please describe your problem: I didn't want to renew Canvas pro, so I want my payment canceled, refunded and blocked.",0.8912091851234436
fuaqn3,"What is your problem related to ?: Other Describe the problem .: Hello! By the date 02/03/2020, funds in the amount of $ 119.40 were debited from my account for the Canvas pro subscription. At first, I wanted to get the money back for the automatic subscription of Kanva pro. At first I wanted to return the money but then changed my mind. Now I want to work with Canvas pro, but I still haven't opened the version of Canvas pro on my account. How to understand this? I ask you to help me with this issue.",0.8819901943206787
6caefp,"What did you have a problem with ?: Canva Pro Describe your problem: I was credited with an unsolicited annual subscription of € 107 on January 28, 2021. Can you credit me my money back? I'm not interested in having canva pro. I want to continue with the free canva plan. Thank you",0.8611564636230469
fcyxu9,"What was the problem you had ?: Canva Pro Describe the problem: I subscribed but did not enjoy anything and forgot to cancel, I just want a refund of the amount, because I did not use it !!!!",0.8521677255630493
mxaskx,What was your problem ?: Canva Pro Describe the problem: I have been charging for canva pro for several months and I cannot use it.,0.8321595788002014
eg3s4f,What was your problem ?: Canva Pro Describe the problem: Good afternoon. They have been charging me for Canva pro for several months and it won't let me use it. I need to be resolved or unsubscribed.,0.8057880997657776
sk0078,What was the problem you had ?: Canva Pro Describe the problem: Canva has been renewed but I am not interested because I do not use Canva Pro. I would like to request a refund of the amount. I didn't receive any confirmation before payment was made.,0.7962687015533447
akwunc,"What was the problem you had ?: Canva Pro Describe the problem: I had canceled the subscription service before being charged, and my canva pro was charged from my account. I would like to refund the amount and cancel the service.",0.7860578894615173
nf8jfh,What was the problem you had ?: Canva Pro Describe the problem: I am being purchased for the trial period and am unable to cancel.,0.7788641452789307
sl5xxb,"What was the problem you had ?: Canva Pro Describe the problem: I signed up for Canva Pro, but I don't want it anymore.",0.7727416157722473
uod3og,"What was the problem you had ?: Canva Pro Describe the problem: I canceled my canva but it was charged, I want a refund!",0.7670121788978577
t9gwp7,What's Your Trouble ?: Canva Pro Explains the Problem: I want to cancel the app and give me a refund.,0.7282997965812683
jhs5j6,What kind of problem is it ?: Other Describe the problem: I have not authorized the canva pro service in any way. I want them to cancel the payment and refund the money. Thank you.,0.7218821048736572
xh4t6j,What was your problem ?: Canva Pro Describe the problem: I was charged a charge which I did not make and I have no subscription this month,0.7119086980819702
3w180m,What was the problem you had ?: Canva Pro Describe the problem: I canceled Canvas Pro and you are still requesting my payment details.,0.7075636386871338
