feedback_id,examples,confidence
jedpnq,"Invoice No.: <NUMBER>

Refund request reason: I cancelled my subscription before it ended but it seems like it did not go through. please give me my money back. i never make a mistake like this and I always remember to end my subscriptions.",0.9815912246704102
sckxhh,"Invoice No.: <NUMBER>

Refund request reason: Hello. I had one month free trial and today I charged for PRO which i dont use. and also I had sat reminder it before two days, but i did not get email. wanted to end my partnership before it. I dont use CANVA account, havent used not 1 times. Can I have my money back and end my subscription??      I ave couple of subscriptions and cant remind everything without email reminder. please  make refund and end my subscription!

Thank you",0.9444831013679504
iu2wnp,"Invoice No.: <NUMBER>

Refund request reason: My trial hasn't ended yet, but I've already been charged, I'm really unhappy about this, could you help me to cancel my trial and refund my money back? It's very unprofessional to charge people ahead of the ending of the trial!",0.9379169344902039
bumutt,"Invoice No.: <NUMBER>

Refund request reason: I'm 100% sure I cancelled my subscription before the free trial ended. I didn't know I was being charged, I've never used this service or even logged in for the past 4 months",0.9367901086807251
3ja3kg,"Invoice No.: <NUMBER>

Refund request reason: I'm 100% sure I cancelled my subscription before the free trial ended. I didn't know I was being charged, I've never used this service or even logged in for the past 4 months",0.9367901086807251
p2s84x,"Invoice No.: <NUMBER>

Refund request reason: I'm 100% sure I cancelled my subscription before the free trial ended. I didn't know I was being charged, I've never used this service or even logged in for the past 4 months",0.9367901086807251
s31qjw,"Invoice number: <NUMBER>Refund request reason: Hello, I was supposed to cancel your subscription before the end of the trial period, but it was completely forgotten. Is it possible to get my money back because I have no use for this Canvan subscription? Yt. <NAME> Flores",0.934606671333313
g611vm,"Invoice No.: <NUMBER>

Refund request reason: I cancelled my subscription before the free trial ended. The program did not fill all the needs we have. I was still charged for the subscription even though I had cancelled. Please refund this $12.95 and ensure that our pro subscription is cancelled. Thank you!",0.9301499724388123
heriyy,"Invoice No.: <NUMBER>

Refund request reason: I canceled my free subscription online before the trial period ended, so I'm not sure it was still showing Canva Pro or why I was charged. I haven't used in over a month and would kindly like to be refunded for that charge, please.",0.9215514063835144
r468cx,"Invoice no.: <NUMBER>

Refund request reason: Good day.
Why did you charged even I unsubscribe before ending my free trial on January 17?

I've ended my subscription for free trial last January 5 then suddenly charged me after I ended the free trial?

I want to request for a refund. I've only used Canva one time. I didn't use it again since the last time I used it. 

Kindly help me. Thank you.",0.9203739166259766
mcl1uj,What do you need help with ?: I took a free 7-day trial and didn't get a refund after canceling before the trial period ended,0.9122372269630432
