feedback_id,examples,confidence
pwx1ys,"Invoice No.: <NUMBER>

Refund request reason: I didn’t use the service and it automatically renewed my subscription from trial to month subscription. I haven’t been working since March 2020 and can’t afford to be using this paid service. Please could you refund my money.",0.9553113579750061
j1qsol,"Invoice No.: <NUMBER>

Refund request reason: Hi I had applied for a trial and did not use the service at all. I also have no plans to use it this month. I have cancelled my subscription and it would be great if you could refund my money.

Thanks",0.9495593905448914
a018f4,"Invoice No.: <NUMBER>

Refund request reason: Thank you for the free trial I do not use the service and now my moms bank card was charged 119.00$ Please refund her as I do not use the service at all. Thank you so much",0.936857283115387
n5x9s5,"Invoice no .: <NUMBER>Refund request reason: I used a trial version. After this, it was tacitly renewed while I canceled the subscription. I have not used the pro services. I would like the money back as I only used the services for the trial month.",0.910968005657196
x9exq4,"Account number: <NUMBER>Refund request reason: I do not need to renew my Canva Pro subscription. I rarely use the service, the free subscription is enough for me. Please refund my money.",0.9098452925682068
asdtl3,"Invoice No.: <NUMBER>

Refund request reason: I would like to cancel my membership. I have never used this service and I would also like my money back.",0.9048898816108704
doanb4,"Invoice No.: <NUMBER>

Refund request reason: My free trial accidentally renewed - I do not use the service. Can I please be refunded for it?",0.9043034315109253
vwcnhs,"Account number: <NUMBER>Refund request reason: The subscription was made by accident. I don't use the service, I want to get my money back",0.903094470500946
2rdikk,"Invoice No.: <NUMBER>

Refund request reason: I never agreed to this subscription and I’m not using the service. I would like for you to cancel the subscription and refund the money please.",0.9014203548431396
ar414k,"Invoice No.: <NUMBER>

Refund request reason: I do not want to use this service through July, please refund me the remaining subscription. Thank you for your help.",0.8981178998947144
qcaign,"Refund request reason: Hi I want to cancel my subscription and get a refund for the remaining months I have not used the service for. 


Invoice No.: <NUMBER>",0.879932701587677
w6wm97,"Invoice No.: <NUMBER>

Refund request reason: I have already cancelled this service. Last month I do not want to continue with your service please stop charging me",0.8762496709823608
ju2qhr,"Invoice No.: <NUMBER>

Refund request reason: G’day.  I did not mean to subscribe to Canva on a continual basis.  You’LL notice I don’t use your service regularly at all.  I think I might have logged on in Dec to you use only free services.  So can you please cancel my subscription and refund all charges (as I don’t think I used any paid services).   Many thanks. <NAME>",0.8737457990646362
wyy970,"Invoice No.: <NUMBER>

Refund request reason: The subscription was automatically renewed after I cancelled it from not using it. I haven't used the service or will be using the service.",0.8718090653419495
jrsno4,"Invoice No.: <NUMBER>

Refund request reason: Please refund my subscription, I cannot afford nor will I be using the service. Thank you.",0.8717360496520996
3xv201,"Invoice No.: <NUMBER>

Refund request reason: I have not been able to use your service. I just noticed I have been billed three times and have not used your service. Please refund my money to my card. Cancel service immediately. Lawonda <NAME>  <NUMBER>",0.867167055606842
yhpbq7,"Invoice No.: <NUMBER>

Refund request reason: Please refund this charge as I was charged for a trial subscription that should have been cancelled. I have not used the canva services in a long time. Thank you.",0.8613681793212891
ulyjfb,"Account number: <NUMBER>Refund request reason: Good afternoon. I used the service some time ago. I tried the subscription. After that, the service was not needed. The money was debited automatically. After auto-write-off, the service was not used and will not be used. Therefore, I would like to request a refund.",0.8536599278450012
41uq3u,"Invoice No.: <NUMBER>

Refund request reason: I just paused my subscription because we are not using this service at this time. I plan to continue use with your services at a later date, but can not afford to do so while we are not using them.",0.8448939323425293
00sugc,"Invoice No.: <NUMBER>

Refund request reason: Unsatisfied with service. I would like my money back.",0.8415454030036926
jcmjf8,"Invoice No.: <NUMBER>

Refund request reason: I would like to cancel my subscription and a refund of the funds charged. I did not use your service.",0.8334313035011292
5fkckv,"Invoice No.: <NUMBER>

Refund request reason: I was automatically charged after the trial has ended and I would like to get a refund since I am not using Canva's service at all. I do not need this pro subscription and I am not satisfied with the service. I would be very grateful if you could make a subscription payment refund.",0.8332805037498474
miuujk,"Account number: <NUMBER>Refund request reason: I forgot to cancel my subscription in time. I don't plan to use the service at the moment. I did not use the service after the trial period. I ask for a refund for the annual subscription, tk this amount is very large for a service that I will not use at the moment. Thank you",0.8331363201141357
oo9mrn,"Invoice No.: <NUMBER>

Refund request reason: I don’t need this service and was not aware I was going to be charged. I’m never going to use this service again so I need a full refund of my funds.",0.8298963308334351
uommtl,"Invoice No.: <NUMBER>

Refund request reason: I I forgot about this subscription until I checked my bank I don’t use this service I need a refund please thank you",0.8225957155227661
yjw070,"Invoice No.: <NUMBER>

Refund request reason: I haven't used your service for ages and DID NOT receive warning about charges. Please, give me money back.",0.8219315409660339
m4nwd1,"Invoice no.: <NUMBER>

Refund request reason: Did not want the service 

But thank you for the free trial",0.8214547634124756
knf207,"Invoice No.: <NUMBER>

Refund request reason: I was unaware I was being charged for the service. I do not use the service and have canceled my subscription. I would like a refund for the most recent charge and the previous charge if possible. I never used the service.",0.8131725192070007
9ki1so,"Invoice No.: <NUMBER>

Refund request reason: I cancelled this service last year. I was billed again. I have not used this service in several years. Please issue a refund to my credit card. Thanks",0.8088706135749817
yhygte,"Invoice no.: <NUMBER>

Refund request reason: I don't want to continue your service. So please refund my money that you have cut from account.",0.8054654002189636
70cxmk,Account number: <NUMBER>Refund request reason: I ask for a refund. I do not plan to use the service further,0.805004894733429
q9xpek,"Invoice No.: <NUMBER>

Refund request reason: I haven't used the service but once I don't know how many months you guys have been charging me probably just this one since I finally have money in my PayPal but I don't even use the service I would like a refund I cancel it today it was supposed to been cancelled after my free trial",0.7914987802505493
