feedback_id,examples,confidence
1bm6ns,What is the type of problem ?: saving Describe the problem: Save as pdf,0.9890340566635132
fce3ok,What is the type of problem ?: saving Describe the problem: There is no option to save as pdf,0.9837303161621094
j3tmgd,Describe the problem: Can't save to pdf What kind of problem is it ?: Saving,0.9832183718681335
xbbaqg,What is the type of problem ?: saving Describe the problem: I want to save in pdf and I can't find the option,0.981107771396637
xe8x5a,"Describe your issue: i saved it as a pdf and when i click on it in my computer files it bring it up saying error file not found 

What kind of problem?: Downloading",0.9809920191764832
10n2rc,Describe the problem: How to save in pdf What kind of problem is it ?: Saving,0.9807342886924744
l2d173,What is the type of problem ?: saving Describe the problem: I was unable to save in pdf,0.9794895648956299
i08gxq,What kind of problem is it ?: Saving Describe the problem: how can I not save without pdf,0.9778285026550293
08x5hf,What's the problem ?: save Describe your problem: can't save as pdf,0.9761354327201843
3n49wx,"What kind of problem?: Saving

Describe your issue: The file is too big when saved as a pdf",0.9759278297424316
l49ice,Describe the problem: I would like in pdf What type of problem is it ?: How to save,0.9755081534385681
46pxvc,What kind of problem?: Please describe the saving problem: There is no option to save as a pdf file.,0.9753589630126953
xf3128,"What kind of problem?: Saving

Describe your issue: The design isn't saving as it appears when it saves as PDF...weird problems like the spacing is off once saved, but looked perfect on design screen before saving.

So I have to tweak by making things look off, so it saves as perfect in PDF.",0.9733043909072876
jsjen0,What kind of problem is it ?: Saving Describe the problem: You do not want to save me in pdf,0.9724439978599548
b4ulvp,"What kind of problem?: Saving

Describe your issue: How to save in pdf",0.972047746181488
8s74lq,"What kind of problem?: Saving

Describe your issue: How to save in pdf",0.972047746181488
52pna7,What kind of problem is it ?: Saving Describe the problem: I cannot save it as pdf,0.9704649448394775
mbor41,What kind of problem is it ?: How to save Describe the problem: How to save to pdf,0.9701089859008789
7h6fhy,What type of problem is it ?: How to save Describe the problem: I want to save my design already prepared in pdf,0.9700765609741211
qha44a,"What kind of problem?: Downloading

Describe your issue: i didnt save my presentation pdf",0.969959020614624
86lp4k,What kind of problem ?: save Describe your problem: how can I save in pdf,0.9693127274513245
jiicln,"Describe your issue: I cant save it in pdf form


What kind of problem?: Saving",0.9685004949569702
pnvq7k,What kind of problem is it ?: How to save Describe the problem: I PUT IT TO SAVE IN PDF BUT IT DOES NOT ENABLE THE DOWNLOAD OPTION,0.9679544568061829
ecqn9u,What kind of problem is it ?: Saving Describe the problem: I can't save it to pdf,0.9679197072982788
puw1oo,"What kind of problem?: Saving

Describe your issue: I save the design but when I open the PDF the page is blank.",0.9663523435592651
hk6p9y,What kind of problem is it ?: Saving Describe the problem: I want to save it in pdf,0.9656105041503906
96pmee,"What kind of problem?: Saving

Describe your issue: Can you make it possible to save multiple per page in pdf?",0.9655070304870605
y4nx03,What kind of problem is it ?: How to save Describe the problem: How to save to PDF,0.9635204076766968
gjsbvk,"What kind of problem?: Saving

Describe your issue: When I save my file as a PDF and open the saved PDF there are weird lines on every page in the middle section - I cannot find these lines in my original file to delete but they are ruining my presentation! Please help!",0.963489294052124
pjtu5c,"What kind of problem?: Saving

Describe your issue: Will only save as a PDF File, I need it as a file",0.962351381778717
g3scvg,"What is the type of problem ?: saving Describe the problem: I want to save without being in pdf, I want a normal image.",0.9622098207473755
goffnm,What is your problem ?: Other Describe the problem: Save as PDF,0.961237370967865
5i48nh,"What kind of problem?: Saving

Describe your issue: I want to save it in pdf form",0.9580336809158325
7ahc1f,What kind of problem ?: Save Explain your problem: I'm converting my design to pdf. Pdf does not open. It says error occurred.,0.9574649333953857
03tb1d,"What kind of problem?: Saving

Describe your issue: i cant save it in a pdf format",0.9567760825157166
i6gqd3,What kind of problem ?: Keeper Describe the problem: How to save as a pdf?,0.9565629959106445
iu8pmg,What kind of problem is it ?: Downloading Describe the problem: I needed to save to continue doing it and it was saved in pdf,0.9556981325149536
vfrr7r,"What kind of problem?: Saving

Describe your issue: I want to save as pdf standard but unable to do that",0.9555886387825012
dqlabq,What is the type of problem ?: saving Describe the problem: I need to save as a photo and not as a pdf,0.9552173614501953
7ue18t,What kind of problem is it ?: Others Describe the problem: How do I save it as pdf.doc?,0.954912543296814
vyop0u,"What kind of problem?: Saving

Describe your issue: I would like to save this as a pdf?",0.9515069723129272
aewm1j,What kind of problem is it ?: How to save Describe the problem: save it without pdf format,0.9513214826583862
j7e8mq,"Describe the problem: How to save the PDF, what kind of problem: Other",0.9493536949157715
r85rm2,What's the problem ?: save Describe your problem: How to save to pdf,0.9487015604972839
avdarp,"What kind of problem?: Saving

Describe your issue: Trying to save a version as a PDF format. is that possible?",0.9471578001976013
7qu2r6,What kind of problem ?: Save Describe your problem: How can I save my design as a PDF,0.9468262791633606
y89d6d,What kind of problem ?: Save Describe the problem: How do I create a PDF without everything shifting?,0.9442119002342224
4xxwk2,"What kind of problem?: Saving

Describe your issue: saving as a zip file instead of pdf",0.943669319152832
ja5ikv,"What kind of problem?: Other

Describe your issue: Length and space is not correct while saving into a pdf file",0.9395517110824585
4khwwj,What kind of problem is it ?: Saving Describe the problem: WHAT STEP SHOULD I DO TO SAVE MY FILE IN PDF. AND ON MY COMPU,0.9394537210464478
eeydka,Describe the problem: How can I save it in PDF format? What kind of problem is it ?: Saving,0.9392953515052795
